id,keys,key,filepath,album_cover_path,genre,tempo,title,artist,loudness,x_umap,y_umap,z_umap,x_tsne,y_tsne,z_tsne
198,"{'F major': 11.27, 'F minor': 9.61, 'C major': 7.73}",F major,data/gtzan/genres/classical/classical.00098.wav,data/gtzan/images/classical/classical.00098_cover.jpg,classical,184.5703125,"The Four Seasons, Op. 8: Concerto No. 3 for Violin in F Major, RV 293 ""Autumn"": I. Allegro",Jose-Luis Garcia,-45.67,8.319686,5.4814224,6.0175266,-11.48238,30.495348,51.443043
199,"{'G minor': 10.66, 'D# major': 10.28, 'G major': 7.83}",G minor,data/gtzan/genres/classical/classical.00099.wav,data/gtzan/images/classical/classical.00099_cover.jpg,classical,95.703125,"The Four Seasons, Op. 8: Concerto No. 3 for Violin in F Major RV 293 ""Autumn"": II. Adagio Molto",José Louis Garcia,-40.57,5.3048234,5.563328,6.327257,19.349302,5.9024663,37.846405
200,"{'G minor': 10.37, 'G major': 9.91, 'D major': 7.25}",G minor,data/gtzan/genres/country/country.00000.wav,data/gtzan/images/country/country.00000_cover.jpg,country,86.1328125,,,-34.01,5.747431,6.2022386,5.2104845,-51.54811,18.988531,-14.748844
201,"{'C major': 10.57, 'G major': 9.66, 'E minor': 8.66}",C major,data/gtzan/genres/country/country.00001.wav,data/gtzan/images/country/country.00001_cover.jpg,country,129.19921875,,,-32.85,5.8060923,6.244155,6.5328546,39.04501,-29.618292,-16.793577
202,"{'A major': 11.21, 'A minor': 9.2, 'E major': 7.35}",A major,data/gtzan/genres/country/country.00002.wav,data/gtzan/images/country/country.00002_cover.jpg,country,83.35433467741936,,,-40.98,6.7381406,4.4432626,4.4137874,24.082567,14.578588,-31.707335
203,"{'G# major': 10.73, 'D# major': 9.98, 'G# minor': 6.99}",G# major,data/gtzan/genres/country/country.00003.wav,data/gtzan/images/country/country.00003_cover.jpg,country,161.4990234375,,,-38.48,7.3549585,6.9237957,5.187134,56.579597,-0.052539688,-15.531178
204,"{'F major': 11.47, 'A minor': 8.87, 'C major': 7.3}",F major,data/gtzan/genres/country/country.00004.wav,data/gtzan/images/country/country.00004_cover.jpg,country,117.45383522727272,,,-34.33,5.8550243,4.20117,5.987466,45.90545,2.7234383,11.903569
205,"{'G major': 11.66, 'E minor': 9.14, 'B minor': 8.26}",G major,data/gtzan/genres/country/country.00005.wav,data/gtzan/images/country/country.00005_cover.jpg,country,129.19921875,,,-34.78,5.857392,6.3149014,6.5048304,44.90271,-27.392118,-17.898052
206,"{'A# major': 11.06, 'D minor': 8.78, 'F major': 8.57}",A# major,data/gtzan/genres/country/country.00006.wav,data/gtzan/images/country/country.00006_cover.jpg,country,112.34714673913044,,,-36.57,6.5043244,6.1058793,6.1999083,16.242785,-13.467939,4.3370285
207,"{'A major': 11.43, 'E major': 7.6, 'C# minor': 6.97}",A major,data/gtzan/genres/country/country.00007.wav,data/gtzan/images/country/country.00007_cover.jpg,country,103.359375,,,-36.01,6.5160995,5.9048896,4.2602844,41.905453,7.9482093,-5.6296053
208,"{'F major': 12.05, 'A minor': 7.95, 'C major': 7.52}",F major,data/gtzan/genres/country/country.00008.wav,data/gtzan/images/country/country.00008_cover.jpg,country,66.25600961538461,,,-35.41,7.5744767,5.280908,5.80248,-3.0000932,-23.565697,-35.982056
209,"{'G# major': 9.97, 'G# minor': 9.74, 'D# major': 7.73}",G# major,data/gtzan/genres/country/country.00009.wav,data/gtzan/images/country/country.00009_cover.jpg,country,95.703125,,,-32.27,5.1713467,4.634833,5.570452,-34.4357,6.9148827,17.4199
210,"{'C major': 11.24, 'C minor': 8.43, 'F minor': 7.26}",C major,data/gtzan/genres/country/country.00010.wav,data/gtzan/images/country/country.00010_cover.jpg,country,80.74951171875,I Can't Stop Loving You,Johnny Tillotson,-44.59,5.6039486,4.3963013,6.0125046,-6.3913264,51.312523,-4.0927567
211,"{'D# major': 8.44, 'G minor': 7.97, 'C minor': 6.9}",D# major,data/gtzan/genres/country/country.00011.wav,data/gtzan/images/country/country.00011_cover.jpg,country,112.34714673913044,"A Church, A Courtroom, And Then Goodbye",Patsy Cline,-45.42,7.759393,4.817177,5.6049147,-62.008972,4.391072,3.8264477
212,"{'C major': 12.02, 'G major': 7.24, 'C minor': 7.09}",C major,data/gtzan/genres/country/country.00012.wav,data/gtzan/images/country/country.00012_cover.jpg,country,89.10290948275862,Music City U. S. A.,Bobby Bare,-42.2,6.669058,5.678753,5.7280865,3.9029644,-17.219625,-19.963987
213,"{'A major': 10.88, 'F# minor': 9.78, 'A minor': 8.53}",A major,data/gtzan/genres/country/country.00013.wav,data/gtzan/images/country/country.00013_cover.jpg,country,129.19921875,Let Your Love Flow,Loretta Lynn,-40.11,6.8905077,6.521794,6.3721976,-24.82162,40.77934,-10.563914
214,"{'A major': 11.61, 'D major': 8.12, 'D minor': 7.85}",A major,data/gtzan/genres/country/country.00014.wav,data/gtzan/images/country/country.00014_cover.jpg,country,135.99917763157896,Silver Threads and Golden Needles,Nina Martin,-40.7,7.741355,4.5458884,6.229226,-19.166563,9.769893,17.150627
215,"{'D# major': 9.05, 'G# major': 8.64, 'D# minor': 7.52}",D# major,data/gtzan/genres/country/country.00015.wav,data/gtzan/images/country/country.00015_cover.jpg,country,151.99908088235293,White Lightning,Waylon Jennings,-36.11,7.3134837,6.4961915,6.1910505,-24.271154,-16.815416,-21.834917
216,"{'F# major': 12.57, 'A# minor': 9.28, 'C# major': 7.64}",F# major,data/gtzan/genres/country/country.00016.wav,data/gtzan/images/country/country.00016_cover.jpg,country,107.666015625,I Walk The Line,Johnny Cash,-44.17,7.91071,5.231496,5.2245336,7.6539907,-23.405012,-38.346645
217,"{'D major': 10.83, 'D minor': 7.91, 'G major': 7.79}",D major,data/gtzan/genres/country/country.00017.wav,data/gtzan/images/country/country.00017_cover.jpg,country,89.10290948275862,San Antonio Rose,Floyd Cramer,-39.53,6.8120728,6.7934966,4.520007,33.602814,-2.3716292,-1.170546
218,"{'F major': 11.05, 'C major': 8.76, 'F minor': 7.99}",F major,data/gtzan/genres/country/country.00018.wav,data/gtzan/images/country/country.00018_cover.jpg,country,86.1328125,I'm Gonna Be A Country Girl Again,Billie Jo Spears,-38.68,6.325519,6.058918,6.9001412,-8.226458,-4.718875,19.955427
219,"{'C# major': 10.27, 'G# major': 9.45, 'F minor': 9.38}",C# major,data/gtzan/genres/country/country.00019.wav,data/gtzan/images/country/country.00019_cover.jpg,country,83.35433467741936,Shelter Of Your Arms,Willie Nelson,-51.94,5.9961443,4.3927855,5.41889,7.7286534,1.9852822,10.292773
220,"{'A# major': 10.91, 'A# minor': 9.36, 'D# minor': 7.52}",A# major,data/gtzan/genres/country/country.00020.wav,data/gtzan/images/country/country.00020_cover.jpg,country,103.359375,Tell Laura I Love Her,Ray Peterson,-41.35,7.6187778,4.1642222,5.2827325,-33.92874,-29.67718,-16.57883
221,"{'F major': 10.21, 'A minor': 9.22, 'C major': 8.51}",F major,data/gtzan/genres/country/country.00021.wav,data/gtzan/images/country/country.00021_cover.jpg,country,107.666015625,Raindrops Keep Falling On My Head,B.j. Thomas,-48.57,5.4828115,5.207478,4.646959,-12.421877,39.957188,-11.957379
222,"{'G# minor': 11.04, 'G# major': 8.8, 'B major': 8.7}",G# minor,data/gtzan/genres/country/country.00022.wav,data/gtzan/images/country/country.00022_cover.jpg,country,184.5703125,Love Me With All Your Heart - Re-Recording (by Original Artist),Karl Denver,-45.45,6.988098,5.6323204,5.521691,-24.68681,20.763319,14.604317
223,"{'F major': 10.91, 'F minor': 8.13, 'A# minor': 7.71}",F major,data/gtzan/genres/country/country.00023.wav,data/gtzan/images/country/country.00023_cover.jpg,country,83.35433467741936,Today I Started Loving You Again,Kenny Rogers,-54.32,6.302549,7.295897,5.8014755,-19.67157,13.896,-32.537086
224,"{'C major': 11.42, 'C minor': 9.15, 'G major': 8.73}",C major,data/gtzan/genres/country/country.00024.wav,data/gtzan/images/country/country.00024_cover.jpg,country,129.19921875,Your Cheatin' Heart,Hank Williams,-48.09,7.340634,6.2567196,5.5197144,-19.750587,-29.737833,25.83399
225,"{'G# major': 9.72, 'C minor': 9.39, 'F minor': 9.09}",G# major,data/gtzan/genres/country/country.00025.wav,data/gtzan/images/country/country.00025_cover.jpg,country,73.828125,Love Hurts,Emmylou Harris and Carl Jackson,-43.6,5.677494,4.257149,5.8658724,-2.6028078,45.437992,-7.1217103
226,"{'G major': 9.81, 'D major': 9.0, 'B minor': 7.71}",G major,data/gtzan/genres/country/country.00026.wav,data/gtzan/images/country/country.00026_cover.jpg,country,107.666015625,Home Is Where Your Happy,Willie Nelson,-46.05,7.6117306,5.002988,5.2594714,5.5797915,-17.311243,-29.589075
227,"{'A major': 10.39, 'A minor': 8.32, 'E major': 7.3}",A major,data/gtzan/genres/country/country.00027.wav,data/gtzan/images/country/country.00027_cover.jpg,country,92.28515625,,,-37.38,6.9888806,5.743334,5.9004507,-23.842087,5.3032537,55.835587
228,"{'D major': 11.44, 'G major': 7.21, 'D minor': 7.13}",D major,data/gtzan/genres/country/country.00028.wav,data/gtzan/images/country/country.00028_cover.jpg,country,89.10290948275862,Would You Take Another Chance On Me,Jerry Lee Lewis,-43.37,7.4339323,4.2579427,4.7254305,45.593376,27.937174,1.8004886
229,"{'C# major': 11.49, 'F minor': 8.21, 'G# major': 7.97}",C# major,data/gtzan/genres/country/country.00029.wav,data/gtzan/images/country/country.00029_cover.jpg,country,89.10290948275862,Ridin' My Thumb To Mexico,Johnny Rodriguez,-44.87,5.280299,4.572126,5.146128,23.67605,-23.137575,6.8334007
230,"{'D major': 10.89, 'G minor': 7.6, 'D minor': 7.3}",D major,data/gtzan/genres/country/country.00030.wav,data/gtzan/images/country/country.00030_cover.jpg,country,161.4990234375,,,-57.09,7.963495,5.68661,5.7708716,31.484941,-35.78953,-24.662235
231,"{'C major': 9.47, 'F major': 8.37, 'C minor': 6.82}",C major,data/gtzan/genres/country/country.00031.wav,data/gtzan/images/country/country.00031_cover.jpg,country,112.34714673913044,,,-38.78,6.858306,6.101304,6.5340924,5.4127626,-18.178572,26.682198
232,"{'E major': 10.27, 'B major': 7.77, 'E minor': 7.65}",E major,data/gtzan/genres/country/country.00032.wav,data/gtzan/images/country/country.00032_cover.jpg,country,99.38401442307692,,,-45.23,5.584251,5.891125,3.9953737,40.71799,-15.870031,11.396357
233,"{'B major': 10.7, 'E major': 8.28, 'E minor': 6.68}",B major,data/gtzan/genres/country/country.00033.wav,data/gtzan/images/country/country.00033_cover.jpg,country,92.28515625,,,-39.95,6.9238076,5.980899,4.7384014,13.133729,-3.4125202,-13.482931
234,"{'D major': 9.68, 'D minor': 7.18, 'A major': 7.1}",D major,data/gtzan/genres/country/country.00034.wav,data/gtzan/images/country/country.00034_cover.jpg,country,135.99917763157896,,,-42.22,6.598598,6.247193,6.4608064,14.803881,-23.049921,-3.9964256
235,"{'F major': 11.71, 'F minor': 7.88, 'C major': 6.74}",F major,data/gtzan/genres/country/country.00035.wav,data/gtzan/images/country/country.00035_cover.jpg,country,99.38401442307692,Oh Baby Mine (I Get So Lonely),The Statler Brothers,-38.07,5.6394014,6.192501,4.1437793,-7.0444803,54.224796,10.775186
236,"{'C# major': 11.41, 'C# minor': 9.84, 'G# major': 7.53}",C# major,data/gtzan/genres/country/country.00036.wav,data/gtzan/images/country/country.00036_cover.jpg,country,112.34714673913044,,,-50.05,6.3039837,5.2250714,6.808491,-6.435473,-43.618454,-11.832774
237,"{'C# major': 8.15, 'D# minor': 7.43, 'G# major': 6.74}",C# major,data/gtzan/genres/country/country.00037.wav,data/gtzan/images/country/country.00037_cover.jpg,country,99.38401442307692,,,-38.73,6.1926465,5.336629,3.8961358,3.2999544,24.793177,-0.8937556
238,"{'C major': 10.8, 'G major': 10.68, 'E minor': 9.52}",C major,data/gtzan/genres/country/country.00038.wav,data/gtzan/images/country/country.00038_cover.jpg,country,151.99908088235293,,,-40.37,6.465777,6.891717,6.109366,-26.476494,0.98384184,-3.5127044
239,"{'C# minor': 11.35, 'A major': 10.26, 'F# minor': 8.84}",C# minor,data/gtzan/genres/country/country.00039.wav,data/gtzan/images/country/country.00039_cover.jpg,country,123.046875,Johnnie Can't Dance,Zydecajun,-34.06,7.3019276,5.277339,6.4298124,-31.291128,-25.707016,-6.5475945
240,"{'G major': 10.35, 'D major': 9.26, 'B minor': 8.45}",G major,data/gtzan/genres/country/country.00040.wav,data/gtzan/images/country/country.00040_cover.jpg,country,143.5546875,Dumas Walker,Kentucky Headhunters,-35.7,6.2059283,5.275085,5.4963803,10.243206,-7.9955406,58.488365
241,"{'A minor': 11.14, 'A major': 9.56, 'D minor': 7.39}",A minor,data/gtzan/genres/country/country.00041.wav,data/gtzan/images/country/country.00041_cover.jpg,country,129.19921875,Goin' by the Book,Johnny Cash,-39.32,6.3738236,6.3453426,6.336293,-7.305949,-17.665169,10.754459
242,"{'A major': 9.2, 'A minor': 8.8, 'D major': 6.74}",A major,data/gtzan/genres/country/country.00042.wav,data/gtzan/images/country/country.00042_cover.jpg,country,103.359375,,,-35.99,8.145876,5.8660765,4.8503428,-0.25461918,-18.131317,-46.688652
243,"{'D major': 11.06, 'D minor': 7.93, 'A major': 7.07}",D major,data/gtzan/genres/country/country.00043.wav,data/gtzan/images/country/country.00043_cover.jpg,country,135.99917763157896,Cadillac Style,Sammy Kershaw,-36.3,7.6198435,4.2285833,5.995427,4.3833976,-36.58874,24.989218
244,"{'E major': 10.28, 'G# minor': 8.1, 'A major': 6.93}",E major,data/gtzan/genres/country/country.00044.wav,data/gtzan/images/country/country.00044_cover.jpg,country,78.30255681818181,,,-42.54,6.4183593,4.9471474,4.393216,-0.51016104,23.700836,16.876324
245,"{'E major': 11.64, 'A major': 9.77, 'C# minor': 7.19}",E major,data/gtzan/genres/country/country.00045.wav,data/gtzan/images/country/country.00045_cover.jpg,country,78.30255681818181,Any Man Of Mine,Shania Twain,-37.58,6.055601,5.723635,5.1229873,1.780414,24.640038,-14.345781
246,"{'A# major': 11.84, 'D minor': 8.13, 'D# major': 7.05}",A# major,data/gtzan/genres/country/country.00046.wav,data/gtzan/images/country/country.00046_cover.jpg,country,78.30255681818181,I Found My Girl in the USA,Jimmie Skinner,-35.91,6.0056343,5.488643,4.2982507,-41.434265,-18.917978,-7.918998
247,"{'C major': 10.24, 'G major': 7.68, 'C minor': 7.22}",C major,data/gtzan/genres/country/country.00047.wav,data/gtzan/images/country/country.00047_cover.jpg,country,151.99908088235293,I'm The Girl In The Usa,Connie Hall,-43.01,6.7165375,5.1870723,6.2198005,-25.630333,-7.7123146,54.610508
248,"{'A# major': 10.76, 'A# minor': 9.65, 'F major': 7.79}",A# major,data/gtzan/genres/country/country.00048.wav,data/gtzan/images/country/country.00048_cover.jpg,country,117.45383522727272,Running Bear,Johnny Preston,-44.34,6.985349,4.7172565,4.8696446,8.151543,-37.66304,7.160513
249,"{'G major': 11.65, 'B minor': 8.63, 'D major': 8.57}",G major,data/gtzan/genres/country/country.00049.wav,data/gtzan/images/country/country.00049_cover.jpg,country,112.34714673913044,Out Of Control (Album Version),George Jones,-40.38,8.029985,5.5023117,4.692063,0.5617689,37.38831,-47.23382
250,"{'A minor': 8.86, 'C major': 8.56, 'F major': 8.08}",A minor,data/gtzan/genres/country/country.00050.wav,data/gtzan/images/country/country.00050_cover.jpg,country,117.45383522727272,Never Alone,Vince Gill,-38.91,7.8765807,6.1638403,6.179202,2.7506514,-33.39035,-1.6305594
251,"{'E major': 11.27, 'E minor': 7.69, 'A minor': 6.62}",E major,data/gtzan/genres/country/country.00051.wav,data/gtzan/images/country/country.00051_cover.jpg,country,64.599609375,Never Knew Lonely,Vince Gill,-44.54,7.424018,6.7653937,5.449487,42.849293,10.188644,34.291126
252,"{'F major': 11.01, 'F minor': 9.57, 'A# minor': 6.18}",F major,data/gtzan/genres/country/country.00052.wav,data/gtzan/images/country/country.00052_cover.jpg,country,71.77734375,When I Call Your Name,Vince Gill,-47.74,6.5782695,7.0647764,5.8993917,17.208122,14.365905,-10.677507
253,"{'A major': 9.68, 'A minor': 9.14, 'E major': 7.41}",A major,data/gtzan/genres/country/country.00053.wav,data/gtzan/images/country/country.00053_cover.jpg,country,89.10290948275862,Liza Jane,Vince Gill,-35.4,6.4961467,5.0968957,6.1434126,-20.417377,10.492578,30.926653
254,"{'D# major': 10.08, 'A# major': 8.62, 'D# minor': 7.5}",D# major,data/gtzan/genres/country/country.00054.wav,data/gtzan/images/country/country.00054_cover.jpg,country,75.99954044117646,Look At Us,Vince Gill,-42.18,8.012228,5.7623973,6.2574143,16.353281,-30.54169,-12.410668
255,"{'E major': 11.31, 'C# minor': 8.34, 'B major': 7.87}",E major,data/gtzan/genres/country/country.00055.wav,data/gtzan/images/country/country.00055_cover.jpg,country,129.19921875,Take Your Memory With You,Vince Gill,-36.51,6.908754,4.680961,4.018685,-8.159056,34.767735,6.5943823
256,"{'F major': 11.43, 'F minor': 8.46, 'A# minor': 7.89}",F major,data/gtzan/genres/country/country.00056.wav,data/gtzan/images/country/country.00056_cover.jpg,country,80.74951171875,Pocket Full Of Gold,Vince Gill,-43.07,5.746832,5.818059,6.424391,-22.863974,16.828405,42.874664
257,"{'G# major': 8.81, 'C# major': 8.25, 'G# minor': 8.0}",G# major,data/gtzan/genres/country/country.00057.wav,data/gtzan/images/country/country.00057_cover.jpg,country,67.99958881578948,The Heart Won't Lie,Reba McEntire,-41.73,6.033009,5.9861493,4.947444,4.518552,3.77468,-35.420494
258,"{'D# major': 10.73, 'D# minor': 8.75, 'A# major': 7.25}",D# major,data/gtzan/genres/country/country.00058.wav,data/gtzan/images/country/country.00058_cover.jpg,country,112.34714673913044,Don't Let Our Love Start Slippin' Away,Vince Gill,-40.6,6.9942327,6.312373,6.2776265,-14.003796,-33.770847,-29.257265
259,"{'D# major': 9.71, 'G# major': 8.45, 'F minor': 7.85}",D# major,data/gtzan/genres/country/country.00059.wav,data/gtzan/images/country/country.00059_cover.jpg,country,135.99917763157896,I Still Believe In You,Vince Gill,-46.92,6.9818935,4.2816544,6.4551377,6.106186,-41.546574,39.83327
260,"{'F minor': 10.71, 'F major': 10.24, 'C major': 8.58}",F minor,data/gtzan/genres/country/country.00060.wav,data/gtzan/images/country/country.00060_cover.jpg,country,69.83741554054055,No Future In The Past,Vince Gill,-46.11,6.639152,6.345643,4.563477,26.463697,3.9769611,2.8050778
261,"{'D major': 9.6, 'A major': 7.1, 'D minor': 6.86}",D major,data/gtzan/genres/country/country.00061.wav,data/gtzan/images/country/country.00061_cover.jpg,country,60.09265988372093,Tryin' To Get Over You,Vince Gill,-42.6,7.2844515,5.5410566,4.7363214,-11.242848,34.512505,-27.199583
262,"{'D minor': 10.45, 'D major': 9.79, 'A major': 7.61}",D minor,data/gtzan/genres/country/country.00062.wav,data/gtzan/images/country/country.00062_cover.jpg,country,172.265625,One More Last Chance,Vince Gill,-37.0,6.6655526,6.0598106,6.3313575,-24.29358,-29.000244,37.212536
263,"{'B minor': 11.6, 'G major': 10.38, 'D major': 8.01}",B minor,data/gtzan/genres/country/country.00063.wav,data/gtzan/images/country/country.00063_cover.jpg,country,83.35433467741936,I Can't Tell You Why,Vince Gill,-48.91,6.835842,4.519631,5.1395793,-24.718424,-50.249035,-9.327399
264,"{'F major': 9.58, 'F minor': 7.64, 'A# major': 6.54}",F major,data/gtzan/genres/country/country.00064.wav,data/gtzan/images/country/country.00064_cover.jpg,country,66.25600961538461,I Will Always Love You,Dolly Parton,-45.96,6.2369804,4.2546735,4.2888675,34.753628,22.569685,-29.943546
265,"{'E major': 10.49, 'B major': 6.83, 'E minor': 6.82}",E major,data/gtzan/genres/country/country.00065.wav,data/gtzan/images/country/country.00065_cover.jpg,country,123.046875,Blue Eyes Crying in the Rain (Album Version),Willie Nelson,-54.28,6.799613,4.9821367,4.6514783,-24.451935,-14.279396,-35.603092
266,"{'A major': 10.29, 'A minor': 8.52, 'D major': 7.23}",A major,data/gtzan/genres/country/country.00066.wav,data/gtzan/images/country/country.00066_cover.jpg,country,112.34714673913044,If You've Got The Money I've Got The Time,Willie Nelson,-39.71,7.0240493,4.675983,4.6439295,19.337313,-21.518469,25.083355
267,"{'C# major': 9.11, 'A# minor': 8.77, 'F minor': 7.39}",C# major,data/gtzan/genres/country/country.00067.wav,data/gtzan/images/country/country.00067_cover.jpg,country,64.599609375,Georgia On My Mind,Willie Nelson,-55.05,6.2593813,5.832165,5.4837675,-15.15514,0.3169944,11.061046
268,"{'D major': 12.03, 'D minor': 9.7, 'B minor': 8.18}",D major,data/gtzan/genres/country/country.00068.wav,data/gtzan/images/country/country.00068_cover.jpg,country,172.265625,Blue Skies,Willie Nelson,-48.84,7.4874735,4.408455,4.4173822,0.46531203,1.2222247,56.402885
269,"{'D major': 10.84, 'D minor': 8.05, 'G minor': 6.92}",D major,data/gtzan/genres/country/country.00069.wav,data/gtzan/images/country/country.00069_cover.jpg,country,112.34714673913044,My Heros Have Always Been Cowboys,Willie Nelson,-50.03,6.183467,5.2003417,4.2681246,-11.408689,30.704668,-15.682249
270,"{'E major': 12.16, 'E minor': 8.1, 'A major': 7.6}",E major,data/gtzan/genres/country/country.00070.wav,data/gtzan/images/country/country.00070_cover.jpg,country,112.34714673913044,On the Road Again (Live),Willie Nelson,-42.5,7.7912736,4.257006,5.677522,-8.468927,5.615217,-41.00007
271,"{'D major': 10.14, 'B minor': 8.23, 'G major': 8.05}",D major,data/gtzan/genres/country/country.00071.wav,data/gtzan/images/country/country.00071_cover.jpg,country,143.5546875,Always On My Mind,Willie Nelson,-50.17,7.5937133,4.364132,6.0713716,6.4580517,-32.913376,20.99879
272,"{'F# minor': 10.33, 'D major': 9.1, 'A major': 8.62}",F# minor,data/gtzan/genres/country/country.00072.wav,data/gtzan/images/country/country.00072_cover.jpg,country,151.99908088235293,City of New Orleans,Willie Nelson,-38.76,6.2195244,5.5045934,6.2352924,17.35304,-47.35268,18.807373
273,"{'B major': 9.84, 'E major': 8.61, 'B minor': 7.25}",B major,data/gtzan/genres/country/country.00073.wav,data/gtzan/images/country/country.00073_cover.jpg,country,151.99908088235293,Forgiving You Was Easy,Willie Nelson,-43.75,6.5113273,5.1634026,5.2851443,-28.61096,20.041628,-6.2837696
274,"{'G major': 11.1, 'G minor': 8.33, 'C minor': 7.48}",G major,data/gtzan/genres/country/country.00074.wav,data/gtzan/images/country/country.00074_cover.jpg,country,135.99917763157896,Living In The Promiseland,Willie Nelson,-48.22,7.9697046,5.217075,5.7234063,23.17713,19.286783,-3.0008516
275,"{'A major': 10.23, 'A minor': 9.86, 'D major': 6.56}",A major,data/gtzan/genres/country/country.00075.wav,data/gtzan/images/country/country.00075_cover.jpg,country,95.703125,Midnight Rider,Willie Nelson,-38.91,8.346589,5.0264487,5.913151,28.097,31.832565,-17.511707
276,"{'D major': 10.14, 'A major': 8.77, 'D minor': 7.26}",D major,data/gtzan/genres/country/country.00076.wav,data/gtzan/images/country/country.00076_cover.jpg,country,143.5546875,Remember Me (When the Candle Lights Are Gleaming),Willie Nelson,-44.66,7.6445804,4.804289,4.1354656,18.93445,-23.27747,-22.834179
277,"{'F major': 10.36, 'C major': 9.98, 'F minor': 8.27}",F major,data/gtzan/genres/country/country.00077.wav,data/gtzan/images/country/country.00077_cover.jpg,country,184.5703125,Uncloudy Day,Willie Nelson,-38.95,5.8059597,4.408355,6.422541,-36.443775,-5.8374124,30.434958
278,"{'A major': 8.71, 'E major': 7.74, 'F# minor': 7.62}",A major,data/gtzan/genres/country/country.00078.wav,data/gtzan/images/country/country.00078_cover.jpg,country,66.25600961538461,Angel Flying Too Close to the Ground,Willie Nelson,-55.09,7.388869,5.6221333,5.540393,-48.27009,-4.909386,36.92483
279,"{'C major': 10.81, 'A minor': 8.41, 'F major': 8.02}",C major,data/gtzan/genres/country/country.00079.wav,data/gtzan/images/country/country.00079_cover.jpg,country,80.74951171875,The Last Thing I Needed First Thing This Morning,Willie Nelson,-49.64,6.343129,4.4833627,5.7469277,-17.698002,-11.875473,44.833977
280,"{'D major': 10.25, 'G major': 8.04, 'G minor': 7.78}",D major,data/gtzan/genres/country/country.00080.wav,data/gtzan/images/country/country.00080_cover.jpg,country,99.38401442307692,Nothing I Can Do About It Now,Willie Nelson,-38.49,5.7655063,5.427735,5.1532784,-11.129495,21.658659,22.845675
281,"{'A minor': 9.9, 'A major': 9.83, 'E major': 9.52}",A minor,data/gtzan/genres/country/country.00081.wav,data/gtzan/images/country/country.00081_cover.jpg,country,89.10290948275862,Long Sermon,Brad Paisley,-39.12,8.041219,4.8397317,4.255206,21.131348,-32.662384,44.4177
282,"{'G major': 11.11, 'C major': 8.19, 'G minor': 7.9}",G major,data/gtzan/genres/country/country.00082.wav,data/gtzan/images/country/country.00082_cover.jpg,country,117.45383522727272,Me Neither,Brad Paisley,-36.59,7.879136,5.947069,5.0470295,-7.5886793,45.97266,-26.998571
283,"{'E major': 9.58, 'A major': 8.47, 'C# minor': 8.15}",E major,data/gtzan/genres/country/country.00083.wav,data/gtzan/images/country/country.00083_cover.jpg,country,143.5546875,Who Needs Pictures,Brad Paisley,-43.38,6.3546877,4.4791875,4.598157,-7.4814095,15.334098,3.025248
284,"{'G major': 10.02, 'C major': 7.15, 'G minor': 6.71}",G major,data/gtzan/genres/country/country.00084.wav,data/gtzan/images/country/country.00084_cover.jpg,country,86.1328125,Don't Breathe,Brad Paisley,-40.82,7.380881,6.2398195,5.4298496,-19.411749,-23.83339,1.0027171
285,"{'A major': 10.68, 'A minor': 9.84, 'E major': 7.68}",A major,data/gtzan/genres/country/country.00085.wav,data/gtzan/images/country/country.00085_cover.jpg,country,73.828125,He Didn't Have to Be,Brad Paisley,-43.07,6.0290523,5.4097357,4.6363444,32.145206,21.167814,0.2091914
286,"{'A# major': 11.27, 'F major': 7.94, 'D minor': 7.92}",A# major,data/gtzan/genres/country/country.00086.wav,data/gtzan/images/country/country.00086_cover.jpg,country,117.45383522727272,It Never Woulda Worked Out Anyway,Brad Paisley,-40.32,5.1966944,5.6818113,5.7302413,-34.137375,-24.6545,42.326115
287,"{'C major': 10.17, 'A minor': 8.56, 'G major': 8.48}",C major,data/gtzan/genres/country/country.00087.wav,data/gtzan/images/country/country.00087_cover.jpg,country,143.5546875,Holdin' On to You,Brad Paisley,-44.92,6.927404,5.776588,3.9757872,24.115614,-47.493687,-23.644644
288,"{'E major': 9.57, 'A major': 8.0, 'E minor': 7.91}",E major,data/gtzan/genres/country/country.00088.wav,data/gtzan/images/country/country.00088_cover.jpg,country,103.359375,I've Been Better,Brad Paisley,-43.34,5.3480587,4.5661893,5.357299,28.034405,-17.926298,15.068886
289,"{'A major': 8.66, 'A minor': 8.12, 'E major': 7.09}",A major,data/gtzan/genres/country/country.00089.wav,data/gtzan/images/country/country.00089_cover.jpg,country,143.5546875,We Danced,Brad Paisley,-47.2,6.169726,4.287928,6.0801435,1.7610697,-41.474205,-46.7857
290,"{'B major': 10.51, 'E major': 9.94, 'E minor': 8.06}",B major,data/gtzan/genres/country/country.00090.wav,data/gtzan/images/country/country.00090_cover.jpg,country,135.99917763157896,Sleepin' on the Foldout,Brad Paisley,-39.58,6.0993485,5.99303,6.4359694,-5.7893343,-9.803588,-2.4433506
291,"{'D# major': 10.01, 'G# major': 8.05, 'D# minor': 7.0}",D# major,data/gtzan/genres/country/country.00091.wav,data/gtzan/images/country/country.00091_cover.jpg,country,117.45383522727272,Cloud of Dust,Brad Paisley,-46.58,7.257753,4.4416103,5.0994797,-23.546713,2.2876086,4.953494
